text_data,topic
broken container. looks like someone stepped on it before packaging...box was totally fine but the container was all messed up and i could smell chocolate before opening it.,Packaging
"not sure about the digestive issues this seems to cause. i find it confusing when it comes to choosing a formula for cholestoff. i started with this one (complete) over a week ago and suddenly developed digestive problems (gas, loose stool) after taking it as directed. it started about two days after i started taking the product.  i will get my cholesterol levels checked in three months -- and hope this works. however, if these side effects continue or don't subside, i wonder if i am taking the wrong version of this product? maybe three tablets with meals is too much for me?",Allergic
fishy burbs. many wrote in reviews that there are no fishy burps and thought to give it a try but no luck :(,Bad Taste/Flavor
nothing happened.... i got this because i'd read all the reviews and had been waiting to try it now that i had a more set lifestyle change and workout routine. sadly it did nothing. no extra boost of energy. no help with weight loss or fat burning. nothing.i'm very disappointed. what a waste.,Not Effective
"not worth the high cost, difficult to chew, nature's bounty brand far better deal. i have been taking 10 mg of melatonin each night for years now.  it's part of my usual regimen of old-man pills i take each night.  i currently use the nature's bounty melatonin 10 mg which dissolves under your tongue which is excellent.  i was hopeful for these gummies, but there's a number of reasons why i won't be buying them again.1) tough to chew.  you have to chew through 2 of these to get 10 mg.  and they're not easy.  definitely tougher than your standard gummy bear or candy.2) not cost effective.  because you have to take 2 gummies to equal 10 mg, this bottle of 70 gummies equals 35 days of 10 mg effect.  it currently costs about $20 for 1 bottle.  compare this to nature's bounty melatonin 10 mg, 45 quick dissolve tablets - it's priced at 8-9 bucks!  and you get 45 pills!  that's 45 days worth of stuff!  why on earth would you pay twice as much for fewer days of product?-taste is fine.  effectiveness is fine.  i don't recommend this product because others are far more cost effective.",Not Effective
bad. not good,Quality/Contaminated
don't get the regular vanilla flavor. i tried the lightly sweet before and it was gritty but edible. the vanilla regular flavor gives me an instant headache. i can't consume any of this without wanting to vomit. the flavor is so gross. i wish i would have stuck to lightly sweet.,Texture
"suppliments don't alter neurotransmitter levels. as a phd level neuropharmacologist i can tell you that ingesting high levels of neurotransmitter precursors have no effect on neurotransmitter levels, or brain function.  it doesn't work that way, it isn't that simple.  however, if you are buying these because they taste good, then go right ahead, they probably won't cause you any lasting damage... sorry",Packaging
"second order, still have never received tmg. are you guys serious? this is the second time i tried to purchase tmg. first time you sent me an iphone charging cable, this time you sent me a usb port... how are you still sellers??? i had this reshiooed internationally so can't return. have you ever actually sent anyone tmg or is this just a straight up scam. how does ""x brand"" allow this?",Shipment and delivery
doesn’t work for me. flavor is okay but they don’t really put me to sleep well....,Not Effective
"arrived broken. this item arrived broken and spilled over rest of items in box, poorly packed. cannot use. very disappointed. am i stuck with broken unusable loss?",Texture
"arrived broken, customer service was no help.. we purchased these for mother’s day and we had high expectations. although the taste is good, many of the candies were crushed before or during shipping. they were not presentable whatsoever due to this issue. they were not properly packed otherwise this wouldn’t happen. we purchased 3 boxes of this candy and they all were in bad shape. we contacted customer service and received no help. do not recommend this seller.",Quality/Contaminated
"not the same benefits as benefiber. i bought this after reading several reviews from people saying it works as good if not better than benefiber. i started taking benefiber daily about a month ago and it worked phenomenally. once i finished the first jar/packaged, i hopped back on ""x brand"" to buy more, and saw this instead. i used the same amount daily (2 tbsp) and lost all regularity i enjoy with benefiber, so i upped my daily serving to 3 tbsp, and still absolutely nothing. i have no idea what i'm ingesting, but it's certainly not a substitute for benefiber.",Shipment and delivery
so bad. the tase to extremely over powering and had no effect on my energy. gave me a stomach ache. won't buy again,Not Effective
"he's not impressed. my husband says that he doesn't like how large these are, i did let him know that these are normal sized for a multi. he hasn't noticed any difference on how he feels after taking this whole bottle.",Not Effective
"really strong, artificial smell that fills the whole room. from the packaging, i thought these would be a little more natural, easy for sensitive skin, not too strongly scented. but they have a crazy strong scent that is very chemical smelling! couldn't use them.",Smells Bad
the pill becomes very sticky and hard to swallow. the moment the pill in in your mouth it becomes sticky and very hard to swallow. i still have my bottle barely used. unless they change that i will stay with the cvs brand.,Texture
gross. flavor was awful. tasted like it had expired but it wasn’t.,Expiry
"great taste but concerned on the vitamin a levels. i fell in love with these prenatal gummies-the taste was amazing as well as the price. they come in three tasty flavors; lemon, orange and strawberry. about a week into taking these, i finally took the time to read and compare the vitamin quantities to my old prenatal.  i was shocked as to how much vitamin a was in these! 4,000 iu!! not only that, but in the form of retinyl palmitate. most prenatals have a much lower dose and in the form of beta-carotene, which is deemed safer during pregnancy. personally, my ob told me to switch. i know everyone's ob is different, so it would be worth asking about with your own ob.",Bad Taste/Flavor
"wrong product!!. i did not get what i ordered. i paid for a more expensive product, and was sent the cheaper brand. why?",Pricing
complete garbage. taste is awful not the same formula. will never be purchasing garden of life products again because they were bought out by nestle.,Bad Taste/Flavor
kids say it tastes gross. i like the price and quantity but kids only like the strawberry ones.,Bad Taste/Flavor
"70% were broken :(. my family loves this things, so imagine their excitement when i was able to order them on ""x brand"".  only... the majority of them were broken in transit.  so disappointing.",Shipment and delivery
"arrived warm. it even says on the label that this must stay refrigerated, and it arrived warm and wasn't insulated at all. i can only assume it's not kept refrigerated wherever this ships from or else the seller would have made efforts to keep it from getting warm during shipment.  box wasn't even marked perishable.",Packaging
not bad for an off brand. the solimo oatmeal has  a  well structured taste. however other store brand flavors have richer flavor.,Quality/Contaminated
very sweet and mushy. i bought a gummy fish oil as my husband only takes vitamins if it comes in gummy form.  i have gummies for all kinds of vitamins with different brands.  this is the only gummy vitamin which is too sweet and does not have a gummy consistency.  i gave it a 3 stars because it is a bit mushy when you chew it and it leaves a weird after taste in the mouth.,Ingredients
taste like cigarettes. i’m not sure if it’s the flavor but they taste like cigarettes or an ashtray. it could be how they were stored. maybe the person smoked who kept them.,Bad Taste/Flavor
aftertaste not great. not my favorite.  great value but after-taste is not good.,Bad Taste/Flavor
"like licking tarmac. i definitely noticed an energy and fullness difference after adding this to my morning smoothie. however, i also noticed that no matter how much fruit and other flavor i put in, there was always a strong flavor of a handful of dirt. not even good, clean dirt from your front lawn. dirt that you got from the side of the freeway. so if you don't mind that, it's a slightly expensive way to add nutrients to your smoothie. or you could skip it and just add wholesome, tasty whole foods instead.",Bad Taste/Flavor
"ingredients are not as displayed, includes maltodextrin!. i like now, but was very upset when i looked at the bottle and saw that maltodextrin was the very first ""other"" ingredient.  (for those of you who don't know, md is corn derived and gives corn allergic people trouble.  that would be my daughter.  i am not pleased.)  the label on the website varied significantly from what we recieved.  mine says, "" other ingredients: maltodextrin, bovine gelatin (capsule), silicon dioxide and magnesium stearate (vegetable source.).  we are not vegan nor vegetarian, so the bovine capsule is ok with us, but that is also different from the description and might not work for others.  ""x brand"" refunded me right away, but it's not fair for middlemen to have to eat the cost of an inaccuracy.  please be aware.",Allergic
"hope you like concrete. doesn't mix great with milk. flavor is probably a 5/10. not disgusting, but whatever. bought it for the price, so can't complain too much.",Bad Taste/Flavor
"wipes are thinner than expected. i usually like ""x brand"" based products but these fell short. they are thinner than most wipes and were not as ""moisturized"" as other brands. i would not purchase again",Not Effective
"ill fitting and uncomfortable. the absorbent section is narrow, yet the elastic sides were very irritating to my inner/upper leg. i regret having ordered 3 packs of these.  i will donate them to a local nursing home.",Allergic
"the granules are large and do not dissolve well!. you need to regrind the crystals to a finer size or use confectioner's erythritol or your baked goods will be crunchy due to the undissolved crystals. my batch of chocolate chip cookies were not very good because of this. also, erythritol imparts a cooling effect on the palate which makes for an unusual and artificial taste sensation. so far as erythritol being kinder to the gut, speaking only for myself, i've noticed the exact opposite effect.it seems that the more i use of this, the more i like using sucralose for baking. it has a more natural flavor, dissolves well, hold up well to heat and it's far cheaper to buy. i get mine at aldi's.",Bad Taste/Flavor
would not buy again. very hard to chew. i prefer the members mark from sams club. much softer.,Customer Service
"don't buy unless you leak very little.. they were supposed to be maximum absorbent which is what i needed,please do not buy if you're as bad as i am you will be changing your clothes every time you go to the bathroom.i would love to send them back but i need them at least till i can get to town to buy more,i live 15 miles out of town and can't just run to the store unless i'm going for more than one thing.",Customer Service
"not ketogenic, tastes ok. this product is trying to take advantage of the keto diet fad that has been popular lately. ketogenic diets are great and work well for health and weight loss. i don't like that false advertising ""supports keto diets"" and i've removed one star for that. if you are strictly keto, do not buy this. the sucralose sweetener they are using is not ketogenic.however, if you are just trying to get more ketones in your amino supplement, this product might be worth checking out. the tangy peach taste is ok, not terrible but definitely not the best amino powder i've had. i'd rate this as average tasting overall. i've been using this instead of my normal bcaa's and it's been fine. i wish companies would stop using sucralose as a sweetener in every workout supplement. it's in everything now. there are also a lot of chemicals in this mix and i won't be purchasing more once i use up the tub i have.",Customer Service
no taste at all. i don‘t like the taste at all，it’s cheap though. no favor and it‘s bitter.,Bad Taste/Flavor
"bearable flavor, but not great. my review is purely based on the flavor.first of, if you use this protein powder with any less than 12 oz of water, it's pretty difficult to get down. i have found you have to dilute it more than other protein powders for it to not be disgusting.although the flavor is bearable with enough water, it's also not good. unless you plan on adding additional flavors beside water this may not work for you. i know personally, if a protein powder doesn't taste good, i make excuses and don't end up getting my protein requirements.the protein powder i have been using for years is gold standard casein in the chocolate supreme flavor, and truthfully even after all this time i look forward to having my daily 4 servings because it's tasty with just water. i think i'll stick with that.",Not Effective
"not effective for staying asleep. these do help me fall asleep, but pretty much every single time i’m wide awake two to three hours later. i rotate between these, otc sleep medicine, regular melatonin, and nothing. all, including taking nothing, work better than these. was quite hopeful, so kind of a disappointment.",Not Effective
"not pure flax seed oil. while the product label says ""flax seed oil,"" it is not pure flax seed oil. this is a blend of oils including soy and ends up having a bit of a fishy odor.",Bad Taste/Flavor
"smells aweful!. i love the regular now product for all my muscle aches and pains, but the odor of this one is more than i can handle. i wanted a smaller tube for air travel, but this one did not work.",Not Effective
"works fine, but nothing special. this is good vitamin d, but i didn't notice a better effect than if i use regular walgreens brand.  the capsules are also bigger than normal ones, which is a downside.  i'm not sure what the point of the chlorella is, but i didn't notice any benefit or negative side effect.  your mileage may vary, but, for me, i can't justify this price tag without any special benefit over regular vitamin d.  both types keep my levels in check, and appear to work exactly the same, so i'm back to taking regular capsules.",Allergic
"tastes like dirt. has a super earthy, dirt taste. leaves my tongue feeling tingly even though i have no food allergies, unfortunately not at fan at all especially for the price.",Allergic
bad taste. my daughter did not like. she gagged everytime i gave it to her. didn't matter what i put it in.,Quality/Contaminated
taste bad!. these are disgusting. you can taste a fishiness in them and they are too sugary! gross!!,Quality/Contaminated
"gel caps are too thin. pills crack open easily.. gel caps are too thin. crack easily leaving a ""jagged little pill"". also cracked pills create a lot of wasted product. also float so may cause heartburn.",Allergic
"literal poison. their website would have you believe that only ""trace amounts"" of arsenic and lead are found in this protein powder. apparently, poison is natural in your plant based foods. unfortunately for vega, they came up testing for high levels of these heavy metals. that's enough to make me run the other way, but too bad i learned this after i purchased it and drank 4 servings of it in two days.if that weren't bad enough, the taste of the powder is just awful. i was going to choke it down anyway, until i learned about the literal poison inside. it's messy, super fine powder that sticks to every crevice. it flies out of the tub when you open it. the scoop is actually more than the serving of 41 grams, so i had to weigh each serving which was near impossible considering the texture of it. please don't get this powder and save yourself the money.",Texture
"tastes awful. i bought this because it’s gluten and dairy free, but it tastes absolutely disgusting.  i’m sure the health benefits are great but i would not recommend this unless you have a strong stomach",Bad Taste/Flavor
"pump broken. as most other reviews said, the pump poured out shampoo the second i ""opened"" it to try pumping it. this is probably annoying but i had another bottle ready incase it did do that. smells good and works well, it kind of dries out my hair if i use it daily though.",Packaging
"received cheap fake product. i have been buying this product for several years, and receiving it though subscribe and save for a few months. the last unit i received (sold by ""x brand"") was a knockoff. i am 100% sure it's fake. the texture is off, the flavor is a cheap fake vanilla instead of cookies and cream, the little chocolate specks are thick and sink to the bottom instead of floating and the product makes a lot of foam when mixed. the label is not even properly stuck to the tub. this was sold by ""x brand"", not a third party shop, so i imagine they've changed suppliers or something has gone wrong with their supply chain. i contacted customer support and they'll start an investigation, but the only solution they've offered is returning the item. not only i have to go through the trouble of sending it back, but apparently i'll be charged for shipping, when the problem was theirs in the first place. be very careful. from now on i'll be paying extra to buy from the brand directly. don't gamble with what you're putting in your body.",Color and texture
"not good. these pads are horrible. they are flimsy and the backing sticks to your underwear and will not come off. thanks,i would rather not sit and pick bloody backing off my underwear for ten minutes.  i am wholly dissatisfied.",Quality/Contaminated
leaky packages due to poor quality control. only one pack of baby wipes in the box of six was properly sealed.  three of the six packages of baby wipes leaked enough to soak through the packing box.  one had a hole large enough that i could put my finger all the way into the pack because it hadn't been properly sealed.  two others had baby wipe material caught in the end seals that were that actually wicked water into the packing box.  (two more had material caught in the end seals but were not wet).  luckily i opened the box shortly after it arrived and before it got the other items in the shipping box wet.,Packaging
"ehhh...they’re okay.. the initial taste was weird but i got use to it. i have a horrible gag reflex and it wasn’t stimulated. once i got use to them, the flavor was fine. easy to swallow. no weird after taste noted. would not buy again.",Customer Service
not favorite. very strong anis taste.  but not bad if your trying to mimic a chi latte.,Quality/Contaminated
"fails to list specific amounts of epa & dha. purchased this regularly directly from store (costco) to improve blood pressure. then, bloodwork showed high levels of bad cholesterol and blood sugar. thought it odd given no diet changes andv read an article on fish oils, which indicated knowing the specific measurements or amounts is what is beneficial. but without such, studies showed large quantities of fish oil can be detrimental to health by increasing levels of the bad (ld) cholesterol and blood sugar.discontinuing this product, will just eat fish twice a week in lieu of supplements, wait to see what next bloodwork shows.",Quality/Contaminated
"bland pudding. i tried this casein after a different brand was too chalky.  this one also has an undesirable texture but is more akin to pudding that hasn't had enough time to set.  i'm hoping that it will be better when mixed with something else, like blending it with a banana, but it is gross on its own.",Color and texture
throw up or drink more water. horrible reaction. omg! do i throw up or drink more water?? do i need to go to the er? i literally feel like something is cutting open my stomach right now with the stomach cramping and horrid nausea. should i seriously throw up? omg,Allergic
"bad smell. i purchased this patchouli oil for diffusing and body fragrance. it smells really bad. i lost my last bottle of patchouli in a fire and was looking forward to smelling the old, familiar scent again. no such luck, save your money. i normally love now essential oils, but this one was a disappointment! ""x brand"" was great about issuing a refund.",Shipment and delivery
"beware of best before date on packaging. twice this supplier has sent expired product past the best before date. product was stale. won't buy from here again, which is unfortunate because i liked it when fresh.",Smells Bad
"returned item with no refund.. i returned my item in april. despite opening a return in time, usps lost it and/or their dept received it past the 'return window'; neither of which are in my control. now, i am not receiving a refund and i don't have the item in my possession. they just stole my money. no matter how many times i try to explain this to customer service, they push back. this is terrible customer service and should not be an acceptable solution.",Shipment and delivery
something is off. bottle shows up with 1/4 full.taste isn’t too bad but doesn’t seem right.,Bad Taste/Flavor
"wonderful product ! (not anymore!). after getting sick from a ruptured capsule of krill oil supplements that leaked all over my vitamins one day while on a trip, i decided to stop taking the krill oil and find a substitute. fish oil was even worse!  ugh!  the taste and smell of all of them was terrible; and i tried several from alaskan to salmon, etc, to no avail.  i decided to try this vegetarian supplement, flax seed, and it has been great!  no bad taste, shelf stability, and absolutely no after burps or upset stomach. i'm nearly through the first bottle and will order again. i don't know if it works as well as krill or fish, but i do believe it works good enough to be of benefit. after all, how good does it really have to be?update 4/22/19  ***  have to withdraw my previous praise for this product. toward the end of the bottle, maybe 20 pills remaining, i began suffering terrible intestinal and stomach upsets. after i eliminated a few other possible causes, it kept happening. finally, i read up on the side affects of flaxseed oil and saw that stomach and intestinal upsets were just about the number one side affect!  stopped taking it and, immediately, the upsets stopped and i get back to normal. this is not about nature made or ""x brand"" because both have excellent products and services. this is just about flaxseed oil in general. i won't touch the stuff again, that's for sure, in any form!",Not Effective
irritated my sons skin. we normally use costco wipes but i figured i would try these. they don’t feel wet enough to get the job done and my son would get red and irritated when i use them. i switched back and forth with his normal wipes to see if made a difference and every time we went back to these wipes the redness came back. definitely will not order again.,Customer Service
"had an allergic reaction, and i don't even have food allergies--do not buy. i had to call in to work today because i just had an allergic reaction, and i don't even have food allergies--do not buyit was terrifying to wake up first feeling a strange tingly feeling on my face, which initially, my half-asleep brain thought was a stroke, immediately ruining the remaining few hours of sleep i *would have* gotten. then i felt my face, and my lip was extremely swollen in the middle. i ran to the mirror, and i saw more of my face was swollen. thankfully not my tongue or throat, but now i’m sitting here with ice and drowsiness from a benadryl, making sure it doesn’t get worse and cause me to choke to death. so yeah. again, do not buy",Allergic
"do not buy. [[videoid:feeca3b51c04fb3836b7f0d14a6d58c7]] if i could give this product a zero i would! the container seal was broken, all of the little packets were ruined! and i cannot get another one to replace this garbage! what a waste of money!",Packaging
"not like cetaphil.. i was excited to find a product that was like cetaphil but at a lower cost. unfortunately, this is not it. it claims to be comparable to cetaphil but based on the fact that it is scented, tells me it’s not. my husband tried this wash and said it works, it’s just definitely not cetaphil, said it feels different afterwards (whatever that means). he said his skin wasn’t dry afterwards though. i have extremely sensitive skin and cannot put anything on my skin with perfumes, so unfortunately, i couldn’t try this wash myself to give a more in depth review. the scent isn’t bad, i’m just not willing to risk a skin irritation and a massive breakout just to try something that i know will most likely cause that reaction.",Quality/Contaminated
don’t work. didn’t work,Not Effective
"like this brand, hate this supplement. i love the idea of this supplement and i really wanted to like the product itself. but straight up, this made me gag, lol. the flavor is artificial and plastic-y, but the texture (on of a thick, viscous oil) puts it over the edge of horrible. if you’re thinking of buying this brand’s b12, go for it! it tastes like delicious juice.",Bad Taste/Flavor
"bag is fine, quality control is horrible. these bags work just fine, they seem sturdy and they do the job. the problem is half of them are missing the plastic slider piece that opens and closes the bag. i’m talking at least 40% of the bags i’ve pulled out are missing that piece. for this single reason i won’t buy these again.",Packaging
"worst prenatal! buy only if you wish to spoil your health.. vitex in the product makes your menstrual cycle irregular. i had stomach pain, bloating and uneasiness.  i don't understand why this product had such good reviews. it was a real bad experience.",Quality/Contaminated
"received damaged. i received my order today and this was carelessly thrown into the box with other items.  when i opened the box this bag was open and the contents were spilled out all over the place. i am truly disappointed in the careless manner in which ""x brand"" ships products these days!",Packaging
not satisfied. do not perform the way if should,Didn't Like
"smelled awful. smelled terrible, bad taste, and they seem to have a yellow film on them that gets on my other medication in my pill box. don’t waste your money.",Smells Bad
"made me sick!. i wish this would’ve worked out for me, but i threw up within 10 minutes of taking it every time (and i didn’t experience vomiting until taking this prenatal). the smell and aftertaste was horrible in my opinion.",Allergic
don’t purchase. the pills are huge! do not purchase. i didn’t even feel a difference.,Too big to swallow
wrong flavor delivered. i ordered the “naturally flavored vanilla” and they sent just “naturally flavored”. can’t even return it to get the right kind. was really excited now just kind of bummed. taste would have been much better if there was some.,Bad Taste/Flavor
"on is always great product in case of protein power. on is always no. one in case of protein powder. i lost around 70lbs of weight and on whey protein is a friend from the beginning of my journey of being healthier. i have no concern about the quality of this product. but i didn't like the white chocolate flavor that much. it was not at all meeting my expectation of white chocolate flavor. hence little bit disappointed about the flavor, otherwise it's great. will go for other flavors for my next purchase.",Bad Taste/Flavor
cramping and stomach pains. this product makes me feel cramps and makes my stomach hurt whenever i take it.  i tried it for a couple weeks to see if it was actually the product.  i stopped taking it and started taking a different one and felt great.  then i took this one again and symptoms came back. i wouldn't recommend this one unless you like cramps and going to the restroom,Allergic
"my next question would be how do i get it, it’s al. i was searching for a place to inform me that i never received this. i’ve backed up on all of the places were it says it has been delivered and as the person who  was to be delivered till i have a got it. again, this item  was never delivered to me .",Shipment and delivery
product works. agree many capsules broken third bottle big losses company will not stand up and replace bad bottles,Packaging
"these work, they cost less, but they get wet and sticky in humidity much worse than other brands. these help restock the mouth with good bacteria and they cost much less than the other brands sold on ""x brand"". but they get sticky wet, and then clump together -- much worse than any of the (several) other brands i have tried. in fact i've had no similar problem with any other brand. there is something unique about the now oralbiotics' chemical composition that quickly attracts humidity from the air.it doesn't help that the cap on the bottle only snaps closed and doesn't tighten securely like the ones that twist on and off. neither does it help to put a ball of cotton inside the container. that just resulted in the probiotic tablets enseparably adhering to the cotton. it is impossible to pull all the cotton strands off. now, after the tablet dissolves in my mouth i must spit a tiny ball of cotton out.the berry flavor taste is very artificial, but is tolerable. other brands taste better.this product also contains milk, which is something else the other brands don't have. if you are lactose intolerant that's yet another reason to avoid this product.the price is good, but i won't be buying these again.",Texture
not as good as brand name benadryl. this doesn't work as well as brand name benadryl.  you need to take more for it to work.,Not Effective
not a gummy. these vitamins are not gummies. they are jellies that turn to mush in your mouth the moment you bite them. they have the consistency of a jelly filling in a chocolate.,Color and texture
"don’t buy! very sour/bitter/spoiled taste!. i was very excited for these gummies, read good reviews. however, my gummies are very sour. they taste very bitter and smell like they’re spoiled. i had to swallow the gummies whole then drink water so i can get the bad taste out of my mouth. i slept alright the first night, felt really groggy and heavy the following morning. don’t recommend these gummies at all.",Bad Taste/Flavor
"so inconvenient. honestly, for such a high price i expected something way easier to use...serving size is 3 tablets that you have to take throughout the day. this product makes taking prenatal more way difficult than it should be. instead of popping a prenatal first thing in the morning and forgetting about it, i have to take 3 throughout the day and make sure not to forget. so inconvenientalso found out not all their ingredients are as “natural” as they claim.tried to return, ""x brand"" doesn’t let me",Pricing
"love that these are vegan, iron is 17%. these vitamins are small compared to others i've used, and easy to swallow.  i love that they are vegan.  however, check to make sure the vitamins and minerals you are getting from these are the ones you need in the quantity you thin best.  for me, the one that stands out as odd is iron.  one tablet gives you only 17% of your daily value.  vitamins for seniors usually have low or  no iron, but this isn't advertised as being specifically for seniors.  given that, this may not be the best choice for many, especially for pre-menopausal women.",Ingredients
not good product. you definitely use more.,Quality/Contaminated
"still stinky, my kids do not like the flavor. my kids still feel very stinky after the initial good flavor, they do not want to take it.",Bad Taste/Flavor
"smells bad. i don't know why the ratings are so high for this - i have used so many different brands of lavender essential oils, from high quality aura cacia to cheaper lesser known ""x brand"" brands -  none of them have smelled like now's lavender essential oil does.  it smells like stale flowers and nothing like lavender.  i am really disappointed after paying $22.00 for this.  the sad part is i can't return or get a refund since i already opened it.  do not buy this.",Quality/Contaminated
"arrived broken twice.. the first package i received contained a broken bottle. i exchanged it for another bottle which arrived with a broken cap, but the seal was intact so i kept it. however, the bottle contained some empty capsules. i will not order from ""x brand"" again.",Packaging
"never received my chips :/. the product was unfortunately never received.it appears that there is a problem with the usps shipping . the tracking website shows it is delivered to my house, however i never received the delivery.i contacted  both usps and the seller to resolve the problem . unfortunately usps doesn’t have a live costumer representative to help me over the phone , will try the local office later .the seller did not offer further help after suggesting me contacting usps directly.  i am a frequent ""x brand"" buyer and used usps lots of times . this is the first time i ever had a problem with the purchase.  in my opinion the seller should offer further help to solve to delivery problem , such as call the usps themselves , instead of leaving the problem to the customer (me). i paid for shipping fee and price of the chips to the buyer , not usps. they should be partially responsible for lost goods",Shipment and delivery
"okay, but the after taste was pretty unpleasant.. i wanted to be a fan of these, but they just weren't for me.  it got to the point where i wanted to avoid taking them because i did not like the flavor and the strong after taste in my mouth.  i ended up buying some different vitamins instead and got rid of these.  if you like really strong, lasting citrus flavors then these might be for you, but honestly they were so strong that they made me gag a little bit.  (side note- i was using these in the first months of pregnancy, so it could have also been part of the morning sickness i was experiencing)",Bad Taste/Flavor
"received sweet lemon instead of zesty lemon. i really love the zesty lemon creme olly bars. however, when this package arrived it was sweet lemon. it tastes totally different, not just different packaging. the flavor really upset my stomach. i don’t know why all of the sudden i am receiving sweet lemon, when the order says zesty lemon.  i went to olly’s website and they don’t even carry a sweet lemon. they only have the zesty lemon creme. so weird. i would give the zesty lemon 5 stars.",Allergic
heartbroken. i write  this with the heaviest  of heart i truly stood by this product took one everyday  faithfully  but yesterday  nothing short then a nightmare i have knowest  the pass weeks my hair thinning  when i would  brush it or style it it looked  and felt like i lost half the body and length but i brushed it off until yesterday  i wash my hair i put conditioner  and start to comb and clumps of my hair start to fall and i went into absolute  panic i keep rinsing  and more hair falls out i am literally  writing  this with tears in my eyes i have gone years with no more then maybe some gel on my hair no dye no relaxer  no heat unless absolutely  necessary and only for occasions  where it called for but years of this and i take these vitamins and i have  bold spots  in the middle of my head i'm 32 with a 4 year old i take everywhere how am i suppose  to show my face to my child's school and some might say i'm over dramatic  and only if you where me if only my words can make you feel my hurt i don't  know what else to say i'm heartbroken,Shipment and delivery
work like sugar free gummy bears. didn't realize these are sugar free. my children have had diarrhea for last week and i just realized today that it's from the artificial sweeteners in these gummies. we typically give them a fiber gummy morning and evening and they do well with that. not so with these. not at all.,Allergic
"really fishy taste. i love the texture of these.  they are also not offensively sweet like other gummy products i have tried.  they are just hard to chew because they have a strong fishy taste to them.  i would find it easier to swallow these in a pill form because you would not have the unpleasant fishy taste just lingering in your mouth.  i will buy other gummy vitamins in this brand, just not fish oil.",Ingredients
decline in product quality. seems as if whey went and altered the ingredient or manufacturing process of this product because the quality has gone down the drain. this thing should not even have the word chocolate in the name yet alone be called double chocolate. ordered this because my current batch is running low and now i am stuck with a 5lb tub of sub par protein powder.,Texture
"double not so rich chocolate. this review is specifically for the double rich chocolate flavor. i don't know if it is the batch that i bought or just this particular flavor but it falls drastically short. i bought this and have been choking it down. many of the other flavors from gold standard are excellent, but based on my experience i would not recommend double rich chocolate to anyone.",Bad Taste/Flavor
green apple.. or caramel apple?. the taste is... weird. almost like caramel apple... but not in a great way. this product has also been giving me headaches unfortunately :/ works just fine though,Texture
"i know it helps, but the flavor is no good. i know this product helps my joint flexibility because i have used it in chew form. i got tired of the chews and wanted to try the liquid, but man the flavor i can't take. i tried to power through it for a couple weeks but i can't finish the bottle. it's an odd orange-chocolatey-soapy flavor.",Bad Taste/Flavor
delivery wait was far to long. the dropper to dispense the oil is defective,Shipment and delivery
"fine. i was looking for a vegetarian multivitamin that wasn’t a massive pill and wasn’t too expensive. i didn’t really want gummies but these were basically all i found that fit my requirements. these are ok, i don’t have any real complaints but they are just ok. they taste fine, they have a weird slightly gritty texture but nothing repulsive. i’ll probably keep buying them until i find something better and similarly priced.",Color and texture
worst pack job i’ve ever seen. every bottle was completely destroyed they were packed glass on glass with one piece of air bubble separation on top... one was so badly damaged it came through the corners of the box and went all the kitchen floor.,Packaging
favor too rough to swallow.. i eat vitamin gummies in many varieties and this is the first i could not get through a bottle. the taste gagged me.  the consistency was really gross too. it’s like old gum. i used it for two weeks of gagging and actually felt my skin get drier. i switched back to my old biotin vitamin and boom it got better. i really do not recommend these. save yourself some time and just buy capsules.,Bad Taste/Flavor
three stars. they taste weird,Bad Taste/Flavor
"many capsules were broken. the product itself it great.  i had been taking once daily women's & decided to try mood.  the once daily women's was also wonderful.  but it's difficult to justify spending $30 for a 30 day supply (60 capsules) and only getting 25 days worth of capsules & having a fish through the loose probiotic powder that came out of the 10 broken capsules. i thought about trying to take the loose powder, but i have no idea how much to take each day. not to mention, the taste would be awful. not sure if it was just a one time thing, but i read at least one other review that had the same broken capsule problem. it was really disappointing.",Packaging
light headache. i usually have a pretty high tolerance to caffeine and this preworkout doesn’t have a lot of caffeine but for some reason i get a light headache when i consume this product. i am not sure which ingredient causes this headache but i would say that’s the only drawback to this preworkout. tastes great. i do get energy and endurance but not a crazy pump or anything. i’ve taken plenty of preworkouts and i would have to say this ones ok compared to others.,Allergic
"bad diarrhea. gives me really bad diarrhea no matter what time of day i take it.... always taken it with a meal and never on an empty stomach. unfortunately, it really hurts my stomach and i wanted them to work for me.",Quality/Contaminated
"didn't work for me. it made me dizzy and nauseous. my body didn't like it. i sent it back and got a refund. so all well, now i know l-tryptophan is not for me.",Not Effective
smells bad or rancid.. smelled fishy. probably rancid. unfortunately we did not open the bottle until after the 30 day limit.,Smells Bad
wrong flavor and dosage received. we received a different flavor than the cherry vanilla and it was 5 mg where the ones that we ordered were 3mg. they are also a different texture than a standard gummy vitamin.,Color and texture
so bad. the tase to extremely over powering and had no effect on my energy. gave me a stomach ache. won't buy again,Quality/Contaminated
"stumped!. to be fair, slept better, product easy to take and tasted good.  however, the next day i felt incredibly “weird” and unwell.  i gave product a few more try’s but the side effect outweighed any benefits.",Allergic
"poor adhesion - they slip. absorbency wise these are a winner.  however, the adhesion strip is not effective.  they slide and move - especially if you are working out or running.  i will use these for overnight protection, but the adhesive is not strong enough for day use.",Not Effective
